"probation_year1","dist_from_cut_year1","dist_from_cut_year2"
0,2.3199999332428,0.940000057220459
0,2.14000010490417,0.660000085830688
0,0.449999988079071,-1
0,1.94000005722046,0.460000038146973
0,1.99000000953674,0.25
0,2.27999997138977,0.700000047683716
1,-0.759999990463257,-0.769999980926514
0,1.73000001907349,0.0899999141693115
0,0.839999973773956,-1.0900000333786
0,0.980000019073486,-0.119999885559082
0,2.16000008583069,0.819999933242798
0,1.87999999523163,0.579999804496765
0,0.800000011920929,-0.220000028610229
0,1.41999995708466,-0.460000038146973
0,1.23000001907349,-0.319999933242798
0,1.60000002384186,0.109999895095825
0,1.27999997138977,0.220000028610229
0,0.800000011920929,-0.730000019073486
0,1.33000004291534,-0.350000143051147
0,0.180000007152557,-2.0200001001358
0,2.29999995231628,-0.700000047683716
0,1.53999996185303,0.299999952316284
0,1.25999999046326,-0.809999942779541
0,1.21000003814697,0
0,1.8400000333786,0.460000038146973
1,-0.720000028610229,-2.73000001907349
1,-0.850000023841858,-0.210000038146973
0,1.74000000953674,0.339999914169312
0,0.769999980926514,-0.5
0,1.5,-0.259999990463257
0,1.4099999666214,0.49999988079071
0,1.39999997615814,-0.869999885559082
0,2.16000008583069,-0.210000038146973
0,2.44000005722046,0.700000047683716
0,2.4300000667572,0.700000047683716
0,0.720000028610229,-1.20000004768372
0,1.1599999666214,-0.700000047683716
0,1.78999996185303,0
0,2.33999991416931,0.680000066757202
0,2.39000010490417,0.5
0,1.28999996185303,-1
0,0.899999976158142,-0.859999895095825
0,0.439999997615814,0
0,0.620000004768372,-0.640000104904175
0,2.20000004768372,0.700000047683716
0,1.99000000953674,0.399999856948853
0,0.5,-1.67000007629395
1,-0.419999986886978,-2.20000004768372
0,1.87999999523163,-0.680000066757202
0,0.180000007152557,-1.20000004768372
0,1.24000000953674,-1.05999994277954
1,-0.389999985694885,-2
0,0.180000007152557,-1.80000007152557
0,1.60000002384186,0.150000095367432
0,1.14999997615814,-0.650000095367432
0,0.75,-0.730000019073486
0,0.720000028610229,-1.02999997138977
0,0.540000021457672,-1.37000000476837
0,1.70000004768372,0.279999971389771
0,2.25999999046326,0.800000071525574
0,1.62000000476837,-0.319999933242798
0,0.379999995231628,-1.52999997138977
0,1.86000001430511,0.389999866485596
0,2.24000000953674,0
0,1.25999999046326,-0.200000047683716
1,-0.340000003576279,-0.990000009536743
0,0.379999995231628,-0.660000085830688
0,1.82000005245209,0.579999923706055
0,2.09999990463257,0.700000047683716
0,1.17999994754791,-1.79999995231628
0,0.0199999995529652,-2.29000002145767
1,-0.259999990463257,0.0999999046325684
0,1.36000001430511,0.150000095367432
0,1.67999994754791,-0.25
0,2.0699999332428,0.700000047683716
1,-0.150000005960464,-0.700000047683716
0,0.360000014305115,-0.900000095367432
0,0.270000010728836,-1.44000005722046
0,1.54999995231628,0.0999999046325684
0,1.22000002861023,0
0,1.20000004768372,-0.759999990463257
0,1.67999994754791,-0.5
1,-0.419999986886978,0.169999837875366
0,1.36000001430511,-0.599999904632568
0,1.70000004768372,-0.369999885559082
0,2.35999989509583,0.910000085830688
0,2.03999996185303,0.710000038146973
0,1.12999999523163,0.5
1,-0.419999986886978,-1.07000005245209
0,1.74000000953674,-0.599999904632568
0,1.48000001907349,0.220000028610229
0,1.44000005722046,-0.5
0,1.58000004291534,-0.640000104904175
0,0.0599999986588955,-0.940000057220459
0,1.13999998569489,-0.700000047683716
1,-0.259999990463257,-1.89999997615814
0,0.100000001490116,-1.5
0,1.87999999523163,0.150000095367432
0,0.980000019073486,-1.0900000333786
0,1.36000001430511,0.700000047683716
0,0.46000000834465,-0.700000047683716
0,1.50999999046326,-0.519999980926514
0,1,-0.920000076293945
0,1.25999999046326,0
0,1.44000005722046,-1.10000002384186
0,0.5,-1.29999995231628
0,1.86000001430511,0.349999904632568
0,0.980000019073486,-0.210000038146973
0,0.899999976158142,-0.900000095367432
1,-0.0500000007450581,0.700000047683716
0,0.209999993443489,-1.29999995231628
0,0.839999973773956,-0.5
0,1.17999994754791,-0.630000114440918
0,1.98000001907349,0.299999952316284
1,-0.819999992847443,0
1,-0.819999992847443,-2.7700001001358
0,0.730000019073486,-1.82000005245209
0,0.0299999993294477,-0.870000123977661
0,0.899999976158142,0
0,0.610000014305115,-2.30000001192093
0,1.85000002384186,0.49999988079071
0,0.550000011920929,-1.03999996185303
0,0.600000023841858,0.299999952316284
0,1.55999994277954,0.519999980926514
1,-0.170000001788139,-0.160000085830688
0,2.10999989509583,0.700000047683716
0,0.639999985694885,0
0,1.10000002384186,-0.480000019073486
0,2.30999994277954,0.49999988079071
0,0.330000013113022,-0.910000085830688
0,1.52999997138977,0.490000009536743
0,1.67999994754791,-0.299999952316284
0,0.0299999993294477,-1.61000001430511
0,0.170000001788139,-2.50000005960464
0,1.55999994277954,-0.220000028610229
0,1.44000005722046,0.0999999046325684
0,0.980000019073486,-0.059999942779541
0,0.829999983310699,0.269999980926514
0,1.0900000333786,-1
0,0.46000000834465,-0.870000123977661
0,2.05999994277954,0.710000038146973
0,2.02999997138977,-0.00999999046325684
0,0.75,-1.29999995231628
0,0.170000001788139,-2.30000001192093
0,0.430000007152557,-0.5
0,2.44000005722046,1
0,1.6599999666214,-0.360000133514404
0,1.3400000333786,-0.220000028610229
1,-0.649999976158142,-1.10000014305115
0,1.33000004291534,0.299999952316284
0,0.579999983310699,-1.29999995231628
1,-0.159999996423721,-0.930000066757202
0,0.649999976158142,-0.799999952316284
0,1.10000002384186,0.700000047683716
0,1,0.0799999237060547
0,0.829999983310699,-0.920000076293945
1,-0.400000005960464,-1
0,0.75,1
1,-0.310000002384186,-0.920000076293945
0,0.980000019073486,-0.890000104904175
0,0.850000023841858,-0.400000095367432
0,0.839999973773956,-0.569999933242798
0,2.27999997138977,0.940000057220459
0,1.03999996185303,0.0399999618530273
0,0.850000023841858,-0.299999952316284
0,0.180000007152557,-1.90000009536743
0,0.939999997615814,-0.200000047683716
0,1.98000001907349,0.339999914169312
0,2.34999990463257,0.5
1,-0.319999992847443,-2
0,0.239999994635582,-1.04999995231628
0,0.0900000035762787,-0.559999942779541
0,1.79999995231628,0.0199999809265137
0,0.540000021457672,-0.970000028610229
0,1.89999997615814,0.710000038146973
1,-0.349999994039536,-3
0,1.60000002384186,-0.779999971389771
0,0.620000004768372,-1.90000009536743
0,2.29999995231628,0.970000028610229
1,-0.469999998807907,-2.20000004768372
0,1.99000000953674,-0.730000019073486
0,1.49000000953674,-0.5
0,0.959999978542328,-1.33000004291534
0,1.16999995708466,-0.410000085830688
0,0.649999976158142,-0.420000076293945
0,0.479999989271164,-0.240000009536743
0,1.12000000476837,-1.39999997615814
0,1.47000002861023,0.700000047683716
0,1.14999997615814,-0.0899999141693115
1,-0.0700000002980232,-1.5
0,1.50999999046326,-0.509999990463257
0,2.25,-0.200000047683716
1,-0.280000001192093,-0.0499999523162842
0,1.42999994754791,-1
1,-0.639999985694885,-1.70000004768372
1,-0.670000016689301,-1.20000004768372
0,1.60000002384186,-0.319999933242798
0,2.5,1
0,0.959999978542328,0
0,1.10000002384186,0.059999942779541
0,1.23000001907349,-0.289999961853027
0,1.42999994754791,-0.460000038146973
0,0.219999998807907,-0.720000028610229
1,-0.129999995231628,-0.5
